#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	superkingdom	phylum	class	order	family	genus	species
Thermaerobacter marianensis DSM 12885	644966	PRJNA38025	38025	Firmicutes	Clostridia	2.8447	72.5	NC_014831.1	CP002344.1	-	-	-	1	2435	2327	2010/12/29	2013/07/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00713570	GCA_000184705.1	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	Thermaerobacter marianensis
Prevotella sp. oral taxon 299 str. F0039	575614	PRJNA40047	40047	Bacteroidetes/Chlorobi group	Bacteroidetes	2.48027	37.5003	NC_022124.1	CP003666.1	NC_022111.1	CP003667.1	-	2	2035	1960	2013/08/21	2013/12/18	Complete	Broad Institute	SAMN02463807	GCA_000163055.2	REPR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. oral taxon 299
Strawberry lethal yellows phytoplasma (CPA) str. NZSb11	980422	PRJNA62247	62247	Tenericutes	Mollicutes	0.959779	27.2	NC_021236.1	CP002548.1	-	-	-	1	1157	1100	2013/05/16	2013/08/30	Complete	The New Zealand  Institute for Plant and Food Ltd	SAMN02603946	GCA_000397185.1	-	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Candidatus Phytoplasma australiense
Taylorella asinigenitalis MCE3	1008459	PRJNA66041	66041	Proteobacteria	Betaproteobacteria	1.63856	38.3	NC_016043.1	CP003059.1	-	-	-	1	1576	1524	2011/09/28	2014/01/30	Complete	Anses	SAMN02602982	GCA_000226625.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Taylorella asinigenitalis
Bartonella henselae str. Houston-1	283166	PRJNA196	196	Proteobacteria	Alphaproteobacteria	1.93105	38.2	NC_005956.1	BX897699.1	-	-	-	1	1665	1488	2004/06/24	2013/06/10	Complete	Uppsala Univ.	-	GCA_000046705.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella henselae
Bordetella bronchiseptica 253	568707	PRJEB138	178265	Proteobacteria	Betaproteobacteria	5.26438	68.1	NC_019382.1	HE965806.1	-	-	-	1	4842	4781	2012/10/11	2013/06/11	Complete	WTSI	-	GCA_000318015.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica
Desulfomonile tiedjei DSM 6799	706587	PRJNA43133	43133	Proteobacteria	delta/epsilon subdivisions	6.52703	50.1107	NC_018025.1	CP003360.1	NC_018026.1	CP003361.1	-	2	5664	5494	2012/06/12	2013/07/17	Complete	DOE Joint Genome Institute	SAMN02232013	GCA_000266945.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile	Desulfomonile tiedjei
Bacillus licheniformis 9945A	766760	PRJNA49115	49115	Firmicutes	Bacilli	4.37631	45.9	NC_021362.1	CP005965.1	-	-	-	1	4341	4225	2013/06/05	2014/01/30	Complete	Georg-August-University Goettingen	SAMN02603262	GCA_000408885.1	-	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis
Bradyrhizobium japonicum USDA 6	1037409	PRJDA67463	67463	Proteobacteria	Alphaproteobacteria	9.20738	63.7	NC_017249.1	AP012206.1	-	-	-	1	8885	8826	2011/11/01	2013/06/11	Complete	Kyoto Sangyo University	-	GCA_000284375.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum
Aeromonas veronii B565	998088	PRJNA63671	63671	Proteobacteria	Gammaproteobacteria	4.55178	58.7	NC_015424.1	CP002607.1	-	-	-	1	4170	4028	2011/04/13	2013/07/06	Complete	The Key Laboratory of Molecular Microbiology and Technology, Ministry of Education & Feed Research Institute, Chinese Academy of	SAMN02603940	GCA_000204115.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii
Mycoplasma genitalium M6282	662946	PRJNA39705	39705	Tenericutes	Mollicutes	0.579504	31.7	NC_018496.1	CP003771.1	-	-	-	1	523	484	2012/08/21	2013/06/11	Complete	LSU Health Sciences Center	SAMN02603573	GCA_000292445.1	-	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma genitalium
Xenorhabdus nematophila ATCC 19061	406817	PRJNA13400	13400	Proteobacteria	Gammaproteobacteria	4.58792	44.2609	NC_014228.1	FN667742.1	NC_014170.1	FN667743.1	-	2	4796	4469	2010/02/19	2013/06/08	Complete	Danforth Science Center	-	GCA_000252955.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Xenorhabdus	Xenorhabdus nematophila
Anaplasma phagocytophilum str. HZ2	1184253	PRJNA163167	163167	Proteobacteria	Alphaproteobacteria	1.47758	41.6	NC_021879.1	CP006616.1	-	-	-	1	1295	1247	2013/07/24	2013/09/12	Complete	University of Florida	SAMN02604172	GCA_000439755.1	-	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
Bacteroides helcogenes P 36-108	693979	PRJNA41913	41913	Bacteroidetes/Chlorobi group	Bacteroidetes	3.99891	44.7	NC_014933.1	CP002352.1	-	-	-	1	3436	3244	2011/01/18	2014/01/08	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00138952	GCA_000186225.1	REPR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides helcogenes
Riemerella anatipestifer RA-GD	992406	PRJNA49039	49039	Bacteroidetes/Chlorobi group	Bacteroidetes	2.16638	35	NC_017569.1	CP002562.1	-	-	-	1	2091	1985	2011/03/07	2014/01/30	Complete	Beijing Institute of Genomics, Chinese Academy of Sciences	SAMN02603017	GCA_000191565.1	-	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella	Riemerella anatipestifer
Corynebacterium pseudotuberculosis 42/02-A	1087453	PRJNA73233	73233	Actinobacteria	Actinobacteria	2.33761	52.2	NC_017306.1	CP003062.1	-	-	-	1	2164	2051	2011/10/03	2013/06/11	Complete	Rede Paraense de Genomica e Proteomica	SAMN02603751	GCA_000227175.1	-	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
Acidithiobacillus ferrooxidans ATCC 53993	380394	PRJNA16689	16689	Proteobacteria	Gammaproteobacteria	2.88504	58.9	NC_011206.1	CP001132.1	-	-	-	1	2959	2826	2008/09/05	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598372	GCA_000020825.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrooxidans
Staphylococcus pasteuri SP1	1276282	PRJNA184845	184845	Firmicutes	Bacilli	2.55995	32.7	NC_022737.1	CP004014.1	-	-	-	1	2498	2414	2013/11/01	2013/11/04	Complete	Kyung Hee University	SAMN02603493	GCA_000494875.1	-	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus pasteuri
Ornithobacterium rhinotracheale DSM 15997	867902	PRJNA50745	50745	Bacteroidetes/Chlorobi group	Bacteroidetes	2.39918	37.2	NC_018016.1	CP003283.1	-	-	-	1	2371	2267	2012/06/11	2013/07/22	Complete	JGI	SAMN02261366	GCA_000265465.1	-	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ornithobacterium	Ornithobacterium rhinotracheale
Chlamydophila pneumoniae J138	138677	PRJNA257	257	Chlamydiae/Verrucomicrobia group	Chlamydiae	1.22656	40.6	NC_002491.1	BA000008.3	-	-	-	1	1110	1069	2000/12/08	2013/06/10	Complete	Yamaguchi/Kyushu U.	-	GCA_000011165.1	-	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pneumoniae
Bacillus cellulosilyticus DSM 2522	649639	PRJNA38423	38423	Firmicutes	Bacilli	4.68167	36.5	NC_014829.1	CP002394.1	-	-	-	1	4444	4266	2010/12/27	2014/01/08	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00007429	GCA_000177235.2	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cellulosilyticus
Microlunatus phosphovorus NM-1	1032480	PRJNA66879	66879	Actinobacteria	Actinobacteria	5.68312	67.3	NC_015635.1	AP012204.1	-	-	-	1	5392	5338	2011/06/02	2013/07/06	Complete	National Institute of Technology and Evaluation	-	GCA_000270245.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Microlunatus	Microlunatus phosphovorus
Thermoanaerobacter brockii subsp. finnii Ako-1	509193	PRJNA32585	32585	Firmicutes	Clostridia	2.34482	34.5	NC_014964.1	CP002466.1	-	-	-	1	2408	2209	2011/01/24	2013/07/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00713580	GCA_000175295.2	REPR	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter brockii
Candidatus Kinetoplastibacterium oncopeltii TCC290E	1208920	PRJNA169068	169068	Proteobacteria	Betaproteobacteria	0.810172	31.2	NC_020299.1	CP003805.1	-	-	-	1	766	694	2013/02/19	2013/06/11	Complete	VCU	SAMN02641644	GCA_000340865.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	Kinetoplastibacterium	Candidatus Kinetoplastibacterium oncopeltii
Lactobacillus sakei subsp. sakei 23K	314315	PRJNA13435	13435	Firmicutes	Bacilli	1.88466	41.3	NC_007576.1	CR936503.1	-	-	-	1	1955	1871	2005/10/21	2013/08/27	Complete	Institut National de la Recherche Agronomique (INRA)	-	GCA_000026065.1	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sakei
Magnetococcus marinus MC-1	156889	PRJNA262	262	Proteobacteria	Alphaproteobacteria	4.71958	54.2	NC_008576.1	CP000471.1	-	-	-	1	3815	3716	2006/11/08	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598452	GCA_000014865.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Magnetococcales	Magnetococcaceae	Magnetococcus	Magnetococcus marinus
Cupriavidus taiwanensis LMG 19424	977880	PRJNA15733	15733	Proteobacteria	Betaproteobacteria	6.47652	66.9835	NC_010530.1,NC_010528.1	CU633750.1,CU633749.1	NC_010529.1	CU633751.1	-	3	6064	5896	2008/03/26	2013/06/10	Complete	Genoscope	-	GCA_000069785.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
Legionella pneumophila subsp. pneumophila ATCC 43290	933093	PRJNA78169	78169	Proteobacteria	Gammaproteobacteria	3.359	38.2	NC_016811.1	CP003192.1	-	-	-	1	2981	2926	2011/12/21	2014/01/30	Complete	Department of Microbiology - University of Chicago	SAMN02603182	GCA_000239175.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila
Corynebacterium argentoratense DSM 44202	1348662	PRJNA209048	209048	Actinobacteria	Actinobacteria	2.0319	58.9	NC_022198.1	CP006365.1	-	-	-	1	1939	1875	2013/08/27	2014/01/30	Complete	Bielefeld University	SAMN02603032	GCA_000590555.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium argentoratense
Candidatus Midichloria mitochondrii IricVA	696127	PRJNA42125	42125	Proteobacteria	Alphaproteobacteria	1.18373	36.6	NC_015722.1	CP002130.1	-	-	-	1	1263	1211	2011/06/27	2013/06/11	Complete	Università degli Studi di Milano	SAMN02604106	GCA_000219355.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Candidatus Midichloriaceae	Candidatus Midichloria	Candidatus Midichloria mitochondrii
Mycoplasma haemofelis str. Langford 1	941640	PRJEA61503	61503	Tenericutes	Mollicutes	1.14726	38.9	NC_014970.1	FR773153.2	-	-	-	1	1580	1545	2011/01/20	2013/07/06	Complete	Centre for Genomic Research, Institute of Integrative Biology, University of Liverpool	-	GCA_000200735.1	REPR	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma haemofelis
Thermotoga petrophila RKU-1	390874	PRJNA17089	17089	Thermotogae	Thermotogae	1.82351	46.1	NC_009486.1	CP000702.1	-	-	-	1	1864	1785	2007/05/18	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598377	GCA_000016785.1	REPR	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga petrophila
Lactobacillus plantarum ZJ316	1284663	PRJNA186807	186807	Firmicutes	Bacilli	3.29976	44.4457	NC_020229.1	CP004082.1	NC_021912.1,NC_021903.1,NC_021904.1	CP006249.1,CP006247.1,CP006248.1	-	4	3352	3276	2013/02/06	2013/06/11	Complete	Zhejiang Gongshang University	SAMN02604341	GCA_000338115.2	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum
Thioflavicoccus mobilis 8321	765912	PRJNA60883	60883	Proteobacteria	Gammaproteobacteria	4.13752	65.5486	NC_019940.1	CP003051.1	NC_019941.1	CP003052.1	-	2	3783	3562	2012/12/20	2013/07/17	Complete	DOE Joint Genome Institute	SAMN02232063	GCA_000327045.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
Desulfovibrio gigas DSM 1382 = ATCC 19364	1121448	PRJNA205164	205164	Proteobacteria	delta/epsilon subdivisions	3.79602	63.6919	NC_022444.1	CP006585.1	NC_022436.1	CP006586.1	-	2	3444	3343	2013/09/18	2013/09/24	Complete	ITQB Antonio Xavier - UNL	SAMN02603429	GCA_000468495.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio gigas
Staphylococcus pseudintermedius ED99	984892	PRJNA62991	62991	Firmicutes	Bacilli	2.57222	37.6	NC_017568.1	CP002478.1	-	-	-	1	2460	2356	2011/02/16	2013/06/11	Complete	University of Edinburgh	SAMN02604167	GCA_000189495.1	-	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus pseudintermedius
Treponema denticola ATCC 35405	243275	PRJNA4	4	Spirochaetes	Spirochaetia	2.8432	37.9	NC_002967.9	AE017226.1	-	-	-	1	2838	2767	2002/02/14	2013/06/10	Complete	TIGR	SAMN02603967	GCA_000008185.1	REPR	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema denticola
Gallionella capsiferriformans ES-2	395494	PRJNA32827	32827	Proteobacteria	Betaproteobacteria	3.16247	52.8	NC_014394.1	CP002159.1	-	-	-	1	3007	2894	2010/08/11	2014/01/02	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00002572	GCA_000145255.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Gallionella	Gallionella capsiferriformans
Isoptericola variabilis 225	743718	PRJNA49657	49657	Actinobacteria	Actinobacteria	3.30774	73.9	NC_015588.1	CP002810.1	-	-	-	1	3079	2881	2011/05/26	2013/07/06	Complete	US DOE Joint Genome Institute	SAMN00713634	GCA_000215105.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Isoptericola	Isoptericola variabilis
Bifidobacterium breve JCM 7019	1385940	PRJNA214951	214951	Actinobacteria	Actinobacteria	2.35901	58.6	-	CP006713.1	-	-	-	1	1999	1915	2014/02/14	2014/02/14	Complete	University College Cork	-	GCA_000569015.1	-	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023	627343	PRJNA167436	167436	Proteobacteria	Alphaproteobacteria	2.14718	45.9925	-	CP003715.1	-	CP003717.1,CP003718.1,CP003716.1,CP003719.1	-	5	1896	1830	2014/02/20	2014/02/20	Complete	Key Laboratory of Resource Biology and Eco-environment of Ministry of Education, Sichuan Key Laboratory of Molecular Biology and Biotechnology	-	GCA_000576165.1	-	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
Enterobacter aerogenes KCTC 2190	1028307	PRJNA66537	66537	Proteobacteria	Gammaproteobacteria	5.28035	54.8	NC_015663.1	CP002824.1	-	-	-	1	5021	4912	2011/06/03	2013/07/07	Complete	Macrogen Inc.	SAMN02603581	GCA_000215745.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter aerogenes
Granulibacter bethesdensis CGDNIH4	1052095	PRJNA68649	68649	Proteobacteria	Alphaproteobacteria	2.71534	58.8	-	CP003182.1	-	-	-	1	2682	2623	2014/02/20	2014/02/20	Complete	Integrated Genomics	-	GCA_000576145.1	-	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Granulibacter	Granulibacter bethesdensis
Bordetella petrii	340100	PRJNA28135	28135	Proteobacteria	Betaproteobacteria	5.28795	65.5	NC_010170.1	AM902716.1	-	-	-	1	5089	5027	2007/12/18	2013/06/10	Complete	Bielefeld Univ	-	GCA_000067205.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella petrii
Geobacter bemidjiensis Bem	404380	PRJNA17707	17707	Proteobacteria	delta/epsilon subdivisions	4.61515	60.3	NC_011146.1	CP001124.1	-	-	-	1	4129	4057	2008/08/19	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598400	GCA_000020725.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter bemidjiensis
Brucella abortus A13334	1104320	PRJNA74681	74681	Proteobacteria	Alphaproteobacteria	3.28603	57.2354	NC_016795.1,NC_016777.1	CP003176.1,CP003177.1	-	-	-	2	3401	3338	2011/12/15	2013/06/11	Complete	Macrogen	SAMN02603577	GCA_000238175.1	-	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella abortus
Crinalium epipsammum PCC 9333	1173022	PRJNA158835	158835	Cyanobacteria	Oscillatoriophycideae	5.62041	40.1979	NC_019753.1	CP003620.1	NC_019755.1,NC_019737.1,NC_019733.1,NC_019756.1,NC_019735.1,NC_019736.1,NC_019734.1,NC_019754.1	CP003626.1,CP003627.1,CP003621.1,CP003628.1,CP003624.1,CP003625.1,CP003622.1,CP003623.1	-	9	5059	4752	2012/12/06	2013/07/22	Complete	JGI	SAMN02261349	GCA_000317495.1	REPR	Bacteria	Cyanobacteria	NA	Oscillatoriales	NA	Crinalium	Crinalium epipsammum
Bradyrhizobium diazoefficiens USDA 110	224911	PRJNA17	17	Proteobacteria	Alphaproteobacteria	9.10583	64.1	NC_004463.1	BA000040.2	-	-	-	1	8373	8317	2002/12/27	2013/07/22	Complete	Kazusa	-	GCA_000011365.1	REFR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium diazoefficiens
Chlorobium chlorochromatii CaD3	340177	PRJNA13921	13921	Bacteroidetes/Chlorobi group	Chlorobi	2.57208	44.3	NC_007514.1	CP000108.1	-	-	-	1	2047	1999	2005/10/26	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598328	GCA_000012585.1	REPR	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium chlorochromatii
Enterococcus faecalis D32	1206105	PRJNA169860	169860	Firmicutes	Bacilli	3.0625	37.4365	NC_018221.1	CP003726.1	NC_018222.1,NC_018223.1	CP003727.1,CP003728.1	-	3	3046	2965	2012/07/24	2013/06/09	Complete	Robert Koch Institute	SAMN02603765	GCA_000281195.1	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
Trichodesmium erythraeum IMS101	203124	PRJNA318	318	Cyanobacteria	Oscillatoriophycideae	7.75011	34.1	NC_008312.1	CP000393.1	-	-	-	1	5126	4451	2006/07/06	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598485	GCA_000014265.1	REPR	Bacteria	Cyanobacteria	NA	Oscillatoriales	NA	Trichodesmium	Trichodesmium erythraeum
Thermodesulfobium narugense DSM 14796	747365	PRJNA46673	46673	Firmicutes	Clostridia	1.89887	33.9	NC_015499.1	CP002690.1	-	-	-	1	1910	1807	2011/05/05	2013/07/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00713612	GCA_000212395.1	REPR	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	Thermodesulfobium narugense
Nitrobacter winogradskyi Nb-255	323098	PRJNA13474	13474	Proteobacteria	Alphaproteobacteria	3.40209	62	NC_007406.1	CP000115.1	-	-	-	1	3198	3122	2005/09/12	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598308	GCA_000012725.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter winogradskyi
Finegoldia magna ATCC 29328	334413	PRJDA18981	18981	Firmicutes	Clostridia	1.98674	32.0524	NC_010376.1	AP008971.1	NC_010371.1	AP008972.1	-	2	1872	1812	2008/02/14	2013/06/10	Complete	Kitasato Institute for Life Sciences	-	GCA_000010185.1	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Finegoldia	Finegoldia magna
Micavibrio aeruginosavorus ARL-13	856793	PRJNA49751	49751	Proteobacteria	Alphaproteobacteria	2.48198	54.7	NC_016026.1	CP002382.1	-	-	-	1	2476	2432	2011/09/23	2013/06/11	Complete	University of Virginia, Department of Biology	SAMN02604252	GCA_000226315.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	Micavibrio	Micavibrio aeruginosavorus
Acidiphilium cryptum JF-5	349163	PRJNA15753	15753	Proteobacteria	Alphaproteobacteria	3.96308	67.0985	NC_009484.1	CP000697.1	NC_009474.1,NC_009469.1,NC_009467.1,NC_009471.1,NC_009468.1,NC_009472.1,NC_009470.1,NC_009473.1	CP000696.1,CP000691.1,CP000689.1,CP000693.1,CP000690.1,CP000694.1,CP000692.1,CP000695.1	-	9	3691	3559	2007/05/11	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598339	GCA_000016725.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium cryptum
Deinococcus radiodurans R1	243230	PRJNA65	65	Deinococcus-Thermus	Deinococci	3.28416	66.6067	NC_001264.1,NC_001263.1	AE001825.1,AE000513.1	NC_000958.1,NC_000959.1	AE001826.1,AE001827.1	-	4	3238	3167	1999/11/02	2013/11/07	Complete	TIGR	SAMN02603976	GCA_000008565.1	REFR	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus radiodurans
Acidovorax avenae subsp. avenae ATCC 19860	643561	PRJNA37867	37867	Proteobacteria	Betaproteobacteria	5.48217	68.8	NC_015138.1	CP002521.1	-	-	-	1	4851	4737	2011/02/14	2014/01/09	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00006197	GCA_000176855.2	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax avenae
Rhodobacter capsulatus SB 1003	272942	PRJNA55	55	Proteobacteria	Alphaproteobacteria	3.87192	66.5966	NC_014034.1	CP001312.1	NC_014035.1	CP001313.1	-	2	3740	3642	2010/04/09	2013/06/08	Complete	Univ. Chicago	SAMN02604080	GCA_000021865.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter capsulatus
Rickettsia bellii RML369-C	336407	PRJNA13996	13996	Proteobacteria	Alphaproteobacteria	1.52208	31.6	NC_007940.1	CP000087.1	-	-	-	1	1469	1429	2006/04/05	2014/01/30	Complete	CNRS	SAMN02603144	GCA_000012385.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia bellii
Streptococcus parauberis KCTC 11537	936154	PRJNA61187	61187	Firmicutes	Bacilli	2.14389	35.5	NC_015558.1	CP002471.1	-	-	-	1	1937	1868	2011/05/17	2014/01/30	Complete	Gyeongsang National University, Aquatic Biotechnology Center of WCU project	SAMN02603301	GCA_000213825.1	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis
